Issue Number; Title; Github URL; Labels; State; Created At; Updated At; Reporter; Assignee
1944; "Load whole e-book folder at once"; https://github.com/edrlab/thorium-reader/issues/1944; ""; closed; 04/24/2023; 04/25/2023; Dragurashiphylax; 
1943; "Problem getting OPDS catalog feeds to work."; https://github.com/edrlab/thorium-reader/issues/1943; ""; closed; 04/14/2023; 04/15/2023; lostcowboy; 
1942; "Default theme in settings"; https://github.com/edrlab/thorium-reader/issues/1942; ""; open; 04/13/2023; 04/13/2023; Eccenux; 
1941; "Hyphens added in text break reading mode"; https://github.com/edrlab/thorium-reader/issues/1941; ""; open; 04/13/2023; 04/13/2023; Eccenux; 
1940; "LCP protected LPF Audiobooks: the reading window is black for some audiobooks"; https://github.com/edrlab/thorium-reader/issues/1940; ""; closed; 04/11/2023; 04/12/2023; llemeurfr; 
1939; "Win10 (not MacOS) PDF import error of 'no such path in zip: cover.png' for many PDFs - example file linked to."; https://github.com/edrlab/thorium-reader/issues/1939; ""; open; 04/03/2023; 04/03/2023; byjosh; 
1938; "option to disable 'overscroll moves to next/previous file' behavior"; https://github.com/edrlab/thorium-reader/issues/1938; ""; open; 03/30/2023; 03/30/2023; pkra; 
1936; "Numbers not aligned"; https://github.com/edrlab/thorium-reader/issues/1936; ""; closed; 03/27/2023; 04/12/2023; civodulab; 
1934; "Allow Thorio to use SAPI voices"; https://github.com/edrlab/thorium-reader/issues/1934; ""; closed; 03/26/2023; 03/26/2023; errotech; 
1933; "TTS : aria-labelledby and aria-describedby not read"; https://github.com/edrlab/thorium-reader/issues/1933; "accessibility,TTS"; open; 03/22/2023; 03/24/2023; civodulab; danielweck
1931; "Bug: Default Window Sizing"; https://github.com/edrlab/thorium-reader/issues/1931; ""; open; 03/21/2023; 03/22/2023; IllWriteDocumentationLater; 
1930; "Wrong date in About This Book dialog"; https://github.com/edrlab/thorium-reader/issues/1930; ""; open; 03/18/2023; 03/18/2023; jmamcrg; 
1929; "Images beyond cover do not load"; https://github.com/edrlab/thorium-reader/issues/1929; ""; closed; 03/16/2023; 03/16/2023; sharinganthief; 
1928; "No display of Cover Image "; https://github.com/edrlab/thorium-reader/issues/1928; ""; closed; 03/15/2023; 03/15/2023; jmamcrg; 
1927; "double click with mouse cursor on text visually selects text, but doesn't actually trigger a proper DOM selection"; https://github.com/edrlab/thorium-reader/issues/1927; ""; closed; 03/13/2023; 03/13/2023; danielweck; danielweck
1925; "Some FXL EPUBs have non-linear cover document as first spine item, causing totally broken left/right spreads (Apple iBooks ignores / does not support non-linear)"; https://github.com/edrlab/thorium-reader/issues/1925; ""; closed; 03/06/2023; 03/15/2023; danielweck; 
1924; "DAISY 2.02 ncc.html fails to open from non-zipped publications"; https://github.com/edrlab/thorium-reader/issues/1924; ""; closed; 03/06/2023; 03/06/2023; danielweck; danielweck
1923; "User preferences for TTS - Read footnotes aloud?"; https://github.com/edrlab/thorium-reader/issues/1923; ""; open; 03/03/2023; 03/24/2023; LaZay; 
1922; "Vocalization of <THEAD> and <TBODY> by TTS "; https://github.com/edrlab/thorium-reader/issues/1922; ""; open; 03/03/2023; 03/05/2023; LaZay; 
1921; "Localization of TTS for local change of language"; https://github.com/edrlab/thorium-reader/issues/1921; ""; closed; 03/03/2023; 03/10/2023; LaZay; 
1920; "Ignore accents when searching"; https://github.com/edrlab/thorium-reader/issues/1920; ""; closed; 03/03/2023; 03/05/2023; justinm-bdeb; 
1919; "add Bulgarian language localization (original PR #1914)"; https://github.com/edrlab/thorium-reader/pull/1919; ""; closed; 03/01/2023; 03/01/2023; danielweck; 
1918; "Greek translation (original PR #1909 )"; https://github.com/edrlab/thorium-reader/pull/1918; ""; closed; 03/01/2023; 03/01/2023; danielweck; 
1917; "Brightness setting for text/background "; https://github.com/edrlab/thorium-reader/issues/1917; "accessibility,user-interface,css"; open; 03/01/2023; 03/05/2023; c0ldw1nd; 
1916; "Pasted text copied from EPUB has no space between words"; https://github.com/edrlab/thorium-reader/issues/1916; ""; closed; 02/23/2023; 02/24/2023; PhilippeBruno; 
1915; "No Dark Mode on Homescreen"; https://github.com/edrlab/thorium-reader/issues/1915; "accessibility,user-interface,css"; open; 02/16/2023; 03/01/2023; MithNo1; 
1914; "add Bulgarian language localization"; https://github.com/edrlab/thorium-reader/pull/1914; ""; closed; 02/06/2023; 03/01/2023; openm1nd; 
1913; "Repeating label names for shortcut edit buttons under Settings in Thorium Reader"; https://github.com/edrlab/thorium-reader/issues/1913; "bug,accessibility,user-interface"; open; 02/02/2023; 03/02/2023; togregg; 
1912; "djvu support"; https://github.com/edrlab/thorium-reader/issues/1912; ""; closed; 01/26/2023; 03/01/2023; Haze-sh; 
1911; "Clipboard text copy on Windows produces a URL ?"; https://github.com/edrlab/thorium-reader/issues/1911; "question"; closed; 01/25/2023; 03/08/2023; danielweck; 
1910; "Pin Linux baseline / minimum version to ensure GLIBC compatibility"; https://github.com/edrlab/thorium-reader/issues/1910; "installer"; open; 01/25/2023; 03/13/2023; danielweck; danielweck
1909; "First translation in Greek Language"; https://github.com/edrlab/thorium-reader/pull/1909; ""; closed; 01/23/2023; 03/01/2023; izorba; 
1908; "FeatureRequest: link jump from external programs"; https://github.com/edrlab/thorium-reader/issues/1908; ""; closed; 01/20/2023; 01/25/2023; seaspeak; 
1907; "FeatureRequest: Pin the Navigation pane"; https://github.com/edrlab/thorium-reader/issues/1907; "enhancement,user-interface,feature,annotation"; closed; 01/18/2023; 01/25/2023; seaspeak; 
1906; "Long uncut strings like raw URLs overflows"; https://github.com/edrlab/thorium-reader/issues/1906; ""; open; 01/17/2023; 01/17/2023; gautierchomel; 
1926; "Celtic Daily Prayer epub3 file won't open in Thorium Reader on Win 10 PC but works fine in Google Play Books on Android"; https://github.com/edrlab/thorium-reader/issues/1926; ""; closed; 01/14/2023; 03/10/2023; Mike-DWN; 
1905; "Daisy 2.02 and 3 - Error opening opf file or ncc.html file from non-zipped package"; https://github.com/edrlab/thorium-reader/issues/1905; ""; closed; 01/13/2023; 03/06/2023; gelosoftONCE; 
1904; "Thorium behind a proxy : not working"; https://github.com/edrlab/thorium-reader/issues/1904; ""; open; 01/04/2023; 01/10/2023; Welsh44; 
1903; "Notify the user with a clear message when trying to open a .acsm"; https://github.com/edrlab/thorium-reader/issues/1903; ""; closed; 12/27/2022; 01/27/2023; llemeurfr; 
1902; "Bug: Flash of content when navigating back to empty pages"; https://github.com/edrlab/thorium-reader/issues/1902; ""; open; 12/23/2022; 03/01/2023; hdmjack; 
1901; "Feature Request: Mechanism To Update Cover Image on Thorium Where Cover is Not Displayed for Some Epubs "; https://github.com/edrlab/thorium-reader/issues/1901; ""; closed; 12/20/2022; 03/27/2023; mbennette68; 
1900; "Update pt-PT translation"; https://github.com/edrlab/thorium-reader/pull/1900; ""; closed; 12/09/2022; 03/01/2023; horus68; 
1899; "Display of accessibility information from OPDS "; https://github.com/edrlab/thorium-reader/issues/1899; "accessibility"; closed; 12/07/2022; 03/01/2023; gautierchomel; danielweck
1898; "[WIP] (DO NOT MERGE) PDF.js update"; https://github.com/edrlab/thorium-reader/pull/1898; ""; open; 12/06/2022; 12/06/2022; danielweck; 
1897; "WebSQL database fails in embedded WebView, works in Electron BrowserWindow (localStorage works)"; https://github.com/edrlab/thorium-reader/issues/1897; ""; closed; 12/05/2022; 12/05/2022; danielweck; 
1896; "Feature request: metadata editor and ability to organize books onto specific folders/pages."; https://github.com/edrlab/thorium-reader/issues/1896; "annotation"; open; 12/04/2022; 12/07/2022; Ninbusidu; 
1895; "Suggstion: Flatpak version and release on flathub"; https://github.com/edrlab/thorium-reader/issues/1895; ""; closed; 12/02/2022; 12/02/2022; Nitrousoxide; 
1894; "Two-column pagination"; https://github.com/edrlab/thorium-reader/issues/1894; ""; closed; 12/02/2022; 12/02/2022; civodulab; 
1891; "misc: add few logo with white background color for the microsoft store"; https://github.com/edrlab/thorium-reader/pull/1891; ""; closed; 11/29/2022; 11/29/2022; panaC; 
1890; "audiobooks: night theme playback speed select is white text on white background"; https://github.com/edrlab/thorium-reader/issues/1890; "user-interface,audiobooks"; open; 11/28/2022; 11/28/2022; jacoporinaldi; danielweck
1889; "Update Simplified Chinese translation for v2.2 (original PR #1862)"; https://github.com/edrlab/thorium-reader/pull/1889; ""; closed; 11/27/2022; 11/27/2022; danielweck; 
1888; "Traditional Chinese translation for v2.2 (original PR #1855)"; https://github.com/edrlab/thorium-reader/pull/1888; ""; closed; 11/27/2022; 11/27/2022; danielweck; 
1887; "updated italian translation (helps#1849) original PR #1864"; https://github.com/edrlab/thorium-reader/pull/1887; ""; closed; 11/27/2022; 11/27/2022; danielweck; 
1886; " Add Japanese translation of version 2.2 and fix previous translation (original PR #1858)"; https://github.com/edrlab/thorium-reader/pull/1886; ""; closed; 11/27/2022; 11/27/2022; danielweck; 
1885; "Update Lithuanian translation (original PR  #1851)"; https://github.com/edrlab/thorium-reader/pull/1885; ""; closed; 11/27/2022; 11/27/2022; danielweck; 
1884; "Update spanish translation for release 2.2 (#1854)"; https://github.com/edrlab/thorium-reader/pull/1884; ""; closed; 11/27/2022; 11/27/2022; danielweck; 
1883; "Updating Swedish locale for 2.2 (original PR #1857)"; https://github.com/edrlab/thorium-reader/pull/1883; ""; closed; 11/27/2022; 11/27/2022; danielweck; 
1882; "Updated Simplified Chinese translation (original PR #1866)"; https://github.com/edrlab/thorium-reader/pull/1882; ""; closed; 11/27/2022; 11/27/2022; danielweck; 
1881; "Half-broken 'goto page' navigation, EPUB fixed layout with authored page list"; https://github.com/edrlab/thorium-reader/issues/1881; ""; closed; 11/25/2022; 11/26/2022; danielweck; danielweck
1880; "Empty self-closing HTML body tag trips the DOM serialiser (navigator, ReadiumCSS injection)"; https://github.com/edrlab/thorium-reader/issues/1880; ""; closed; 11/25/2022; 11/25/2022; danielweck; danielweck
1879; "Dark mode for pdf"; https://github.com/edrlab/thorium-reader/issues/1879; ""; closed; 11/25/2022; 11/28/2022; Nriver; 
1878; "Customize shortcuts"; https://github.com/edrlab/thorium-reader/issues/1878; ""; closed; 11/25/2022; 11/25/2022; Nriver; 
1877; "fixes #1875:"; https://github.com/edrlab/thorium-reader/pull/1877; ""; closed; 11/21/2022; 11/22/2022; panaC; panaC
1876; "Previous / next navigation history captures activation of external links (open web browser)"; https://github.com/edrlab/thorium-reader/issues/1876; ""; closed; 11/20/2022; 11/23/2022; danielweck; danielweck
1875; "OPDS: personal bookshelf at Libreture fails with HTTP 401 (basic auth, works in web browser)"; https://github.com/edrlab/thorium-reader/issues/1875; "opds"; closed; 11/20/2022; 11/22/2022; danielweck; 
1874; "Bad display for ReadAloud menu in Fr"; https://github.com/edrlab/thorium-reader/issues/1874; ""; closed; 11/18/2022; 11/23/2022; gautierchomel; 
1873; "Update ReaderMenu.tsx"; https://github.com/edrlab/thorium-reader/pull/1873; ""; closed; 11/17/2022; 11/23/2022; panaC; 
1872; "Suppress the Annotations placeholder in the UI until Annotations are developed."; https://github.com/edrlab/thorium-reader/issues/1872; ""; closed; 11/15/2022; 11/23/2022; llemeurfr; panaC
1871; "WIP(DO NOT MERGE) refactor: LCP"; https://github.com/edrlab/thorium-reader/pull/1871; ""; closed; 11/15/2022; 12/16/2022; panaC; panaC
1870; "chore(deps): bump loader-utils from 1.4.0 to 1.4.2"; https://github.com/edrlab/thorium-reader/pull/1870; "dependencies"; closed; 11/13/2022; 11/15/2022; dependabot[bot]; 
1868; "Localisation of the presentation of the software on the Windows Store"; https://github.com/edrlab/thorium-reader/issues/1868; "help wanted,documentation"; closed; 11/11/2022; 03/15/2023; llemeurfr; 
1867; "Refine Conforms To display"; https://github.com/edrlab/thorium-reader/issues/1867; ""; open; 11/10/2022; 11/16/2022; gautierchomel; 
1866; "Updated Simplified Chinese translation"; https://github.com/edrlab/thorium-reader/pull/1866; ""; closed; 11/10/2022; 11/27/2022; cary-rowen; 
1865; "Missed character for UTF-8 hyphen (U+2010)"; https://github.com/edrlab/thorium-reader/issues/1865; ""; closed; 11/09/2022; 11/24/2022; gregoriopellegrino; 
1864; "- updated italian translation (helps#1849), fixed typo on english tra…"; https://github.com/edrlab/thorium-reader/pull/1864; ""; closed; 11/08/2022; 11/27/2022; jacoporinaldi; 
1862; "Update Simplified Chinese translation for v2.2"; https://github.com/edrlab/thorium-reader/pull/1862; ""; closed; 11/05/2022; 11/27/2022; maitreya2019; 
1861; "Bug: cover image is splitted into two pages"; https://github.com/edrlab/thorium-reader/issues/1861; ""; open; 11/04/2022; 11/26/2022; seaspeak; 
1860; "Feature: double-click to open an EPUB on Windows?"; https://github.com/edrlab/thorium-reader/issues/1860; ""; open; 11/04/2022; 03/21/2023; seaspeak; 
1858; " Add Japanese translation of version 2.2 and fix previous translation"; https://github.com/edrlab/thorium-reader/pull/1858; ""; closed; 11/04/2022; 11/27/2022; peaceroad; 
1857; "Updating Swedish locale for 2.2"; https://github.com/edrlab/thorium-reader/pull/1857; ""; closed; 11/02/2022; 11/27/2022; martinpub; 
1856; "fix: Dialog modal"; https://github.com/edrlab/thorium-reader/pull/1856; ""; closed; 11/02/2022; 11/24/2022; panaC; panaC
1855; "Traditional Chinese translation for v2.2"; https://github.com/edrlab/thorium-reader/pull/1855; ""; closed; 11/01/2022; 11/27/2022; ThanatosDi; 
1854; "Update spanish translation for release 2.2"; https://github.com/edrlab/thorium-reader/pull/1854; ""; closed; 10/31/2022; 11/27/2022; nvdaes; 
1853; "Feature: autofill tags with existing tags"; https://github.com/edrlab/thorium-reader/issues/1853; ""; open; 10/31/2022; 10/31/2022; gautierchomel; 
1852; "Fix typos in English translation strings"; https://github.com/edrlab/thorium-reader/pull/1852; ""; closed; 10/31/2022; 11/27/2022; naglis; 
1851; "Update Lithuanian translation for Thorium 2.2"; https://github.com/edrlab/thorium-reader/pull/1851; ""; closed; 10/31/2022; 11/27/2022; naglis; 
1850; "Add Integration to Bookshare "; https://github.com/edrlab/thorium-reader/issues/1850; ""; closed; 10/31/2022; 11/04/2022; brichwin; 
1849; "Localisation update, translations for Thorium 2.2"; https://github.com/edrlab/thorium-reader/issues/1849; "help wanted,locale"; closed; 10/31/2022; 11/27/2022; gautierchomel; 
1848; "(X)HTML publication documents, non-UTF8 character sets (e.g. Shift_JIS in imported DAISY 2.02 talking books)"; https://github.com/edrlab/thorium-reader/issues/1848; ""; open; 10/27/2022; 10/27/2022; danielweck; 
1847; "publication info description : punctuation and separators should be localized#962"; https://github.com/edrlab/thorium-reader/pull/1847; ""; closed; 10/24/2022; 11/27/2022; panaC; panaC
1846; "Fix typos in description"; https://github.com/edrlab/thorium-reader/pull/1846; ""; closed; 10/22/2022; 10/28/2022; naglis; 
1845; "Update Lithuanian translation"; https://github.com/edrlab/thorium-reader/pull/1845; ""; closed; 10/22/2022; 10/28/2022; naglis; 
1843; "feature: update the title and/or url of an opds feed"; https://github.com/edrlab/thorium-reader/pull/1843; ""; closed; 10/20/2022; 10/28/2022; panaC; panaC
1840; "fix #1635"; https://github.com/edrlab/thorium-reader/pull/1840; ""; closed; 10/17/2022; 10/28/2022; panaC; panaC
1839; "feature: Display accessibility metadata in publication info"; https://github.com/edrlab/thorium-reader/pull/1839; ""; closed; 10/17/2022; 10/28/2022; panaC; panaC
1836; "Creating range or selection when text is selected by keyboard"; https://github.com/edrlab/thorium-reader/issues/1836; ""; closed; 10/16/2022; 10/18/2022; alxh0610; 
1835; "Add Traditional Chinese Translation (from PR #1830)"; https://github.com/edrlab/thorium-reader/pull/1835; ""; closed; 10/12/2022; 10/12/2022; danielweck; 
1834; "chore(deps): bump @xmldom/xmldom from 0.8.2 to 0.8.3"; https://github.com/edrlab/thorium-reader/pull/1834; "dependencies"; closed; 10/12/2022; 10/12/2022; dependabot[bot]; 
1832; "calibre content server with digest authentication"; https://github.com/edrlab/thorium-reader/pull/1832; ""; closed; 10/06/2022; 10/14/2022; panaC; panaC
1831; "Multiple language EPUBs"; https://github.com/edrlab/thorium-reader/issues/1831; ""; closed; 10/03/2022; 10/12/2022; darrenjoconnor; 
1830; "Add Traditional Chinese Translation"; https://github.com/edrlab/thorium-reader/pull/1830; ""; closed; 10/01/2022; 10/12/2022; ThanatosDi; 
1829; "Can not connect to calibre server with authentication enabled."; https://github.com/edrlab/thorium-reader/issues/1829; ""; closed; 09/29/2022; 11/25/2022; Nriver; panaC
1828; "Trouble building on PineNote: features.h"; https://github.com/edrlab/thorium-reader/issues/1828; ""; closed; 09/29/2022; 10/11/2022; not-a-doctor-stromberg; 
1826; "Evolution of 'back to bookshelf' icon "; https://github.com/edrlab/thorium-reader/issues/1826; ""; closed; 09/15/2022; 10/18/2022; gautierchomel; 
1825; "Fixed layout zoom feature, improve usability, scroll wheel up/down UX"; https://github.com/edrlab/thorium-reader/issues/1825; ""; closed; 09/09/2022; 11/26/2022; danielweck; 
1824; "Background color in <body> tag"; https://github.com/edrlab/thorium-reader/issues/1824; "css"; open; 09/09/2022; 11/24/2022; danielweck; 
1823; "removed unnecessary and broken MathJax dependency in src/package.json"; https://github.com/edrlab/thorium-reader/pull/1823; ""; closed; 09/09/2022; 09/09/2022; panaC; 
1822; "Webview pref"; https://github.com/edrlab/thorium-reader/pull/1822; ""; closed; 09/09/2022; 09/09/2022; panaC; 
1821; "follow up open-url PR"; https://github.com/edrlab/thorium-reader/pull/1821; ""; closed; 09/09/2022; 09/09/2022; panaC; 
1820; "pdf: utilize bookmarks and heading for navigation"; https://github.com/edrlab/thorium-reader/issues/1820; "accessibility,feature,pdf"; open; 09/09/2022; 09/13/2022; izorba; 
1819; "fixes go back to history after canceled authentication"; https://github.com/edrlab/thorium-reader/pull/1819; ""; closed; 09/08/2022; 09/08/2022; panaC; panaC
1818; "[dev] remove core-js -> opds-feed-parser dependencies because not used anymore"; https://github.com/edrlab/thorium-reader/issues/1818; ""; closed; 09/08/2022; 09/09/2022; panaC; 
1816; "[TTS] “Attack” time of the reader voice is too long"; https://github.com/edrlab/thorium-reader/issues/1816; ""; closed; 09/05/2022; 09/06/2022; typopaul; 
1814; "fix publisher potentially undefined in publicationListElement"; https://github.com/edrlab/thorium-reader/pull/1814; ""; closed; 09/05/2022; 09/09/2022; panaC; panaC
1810; "List View breaks with no publishers in metadata"; https://github.com/edrlab/thorium-reader/issues/1810; ""; closed; 09/01/2022; 09/09/2022; m-abs; panaC
1808; "fixes window menu in macos"; https://github.com/edrlab/thorium-reader/pull/1808; ""; closed; 08/31/2022; 08/31/2022; panaC; panaC
1807; "fixes the array reducing to display author in publicationInfo"; https://github.com/edrlab/thorium-reader/pull/1807; ""; closed; 08/30/2022; 08/31/2022; panaC; panaC
1806; "fix 1603 cancelling downloads"; https://github.com/edrlab/thorium-reader/pull/1806; ""; closed; 08/29/2022; 08/31/2022; panaC; panaC
1805; "new icons for linux with resolution in filename"; https://github.com/edrlab/thorium-reader/pull/1805; ""; closed; 08/29/2022; 08/31/2022; panaC; panaC
1804; "new icns icon with ic10 format:"; https://github.com/edrlab/thorium-reader/pull/1804; ""; closed; 08/29/2022; 08/31/2022; panaC; panaC
1803; "set a better message on open-url with a unrecognized content-type from the server"; https://github.com/edrlab/thorium-reader/pull/1803; ""; closed; 08/29/2022; 08/31/2022; panaC; panaC
1802; "fixes open-url thorium:// and opds:// for mac/linux  and window"; https://github.com/edrlab/thorium-reader/pull/1802; ""; closed; 08/29/2022; 09/09/2022; panaC; panaC
1801; "check undefined properties in OpdsControl component"; https://github.com/edrlab/thorium-reader/pull/1801; ""; closed; 08/29/2022; 08/31/2022; panaC; panaC
1800; "regression in OpdsControl component"; https://github.com/edrlab/thorium-reader/issues/1800; ""; closed; 08/29/2022; 08/31/2022; panaC; panaC
1736; "url protocol handling fails on windows 10 & debian 11"; https://github.com/edrlab/thorium-reader/issues/1736; ""; closed; 08/26/2022; 09/09/2022; gautierchomel; panaC
1734; "Swedish is no longer available as a language choice in 2.1.0"; https://github.com/edrlab/thorium-reader/issues/1734; ""; closed; 08/26/2022; 08/26/2022; MTMJohan; panaC
1732; "thorium:// URL custom protocol scheme handler opens manifest.json successfully, but HTML documents are blank"; https://github.com/edrlab/thorium-reader/issues/1732; ""; closed; 08/23/2022; 09/09/2022; danielweck; panaC
1731; "Confusing vertical alignment of list labels vs. Multiline MathML "; https://github.com/edrlab/thorium-reader/issues/1731; ""; closed; 08/19/2022; 08/26/2022; brichwin; 
1730; "[DAISY] Add application/zip mimetype"; https://github.com/edrlab/thorium-reader/pull/1730; ""; closed; 08/19/2022; 08/31/2022; panaC; panaC
1729; "[DAISY][OPDS] What is the mime-type for a zipped daisy file ?"; https://github.com/edrlab/thorium-reader/issues/1729; ""; closed; 08/18/2022; 08/19/2022; panaC; danielweck
1728; "Typo in Swedish locale"; https://github.com/edrlab/thorium-reader/pull/1728; ""; closed; 08/10/2022; 08/26/2022; martinpub; 
1727; "Can the user opt out of telemetry in v2.1.0?"; https://github.com/edrlab/thorium-reader/issues/1727; ""; closed; 08/10/2022; 08/26/2022; antermin; 
1726; "Windows: High-contrast mode: Some elements are not visible"; https://github.com/edrlab/thorium-reader/issues/1726; ""; closed; 07/25/2022; 08/26/2022; k-kolev1985; 
1725; "Import  .zip failed"; https://github.com/edrlab/thorium-reader/issues/1725; ""; closed; 07/21/2022; 08/26/2022; jgbotelho3; 
1724; "Daisy book unzipped don't load on Windows 10"; https://github.com/edrlab/thorium-reader/issues/1724; "bug,DAISY"; closed; 07/21/2022; 02/21/2023; gautierchomel; 
1723; "chore(deps): bump terser from 5.14.0 to 5.14.2"; https://github.com/edrlab/thorium-reader/pull/1723; "dependencies"; closed; 07/21/2022; 08/08/2022; dependabot[bot]; 
1722; "Complete missing sentences in French"; https://github.com/edrlab/thorium-reader/pull/1722; ""; closed; 07/15/2022; 08/08/2022; gautierchomel; 
1721; "[Ubuntu 22.04] App icon missing"; https://github.com/edrlab/thorium-reader/issues/1721; ""; closed; 07/13/2022; 08/26/2022; perara-chen; panaC
1720; "image zoom for inline SVG"; https://github.com/edrlab/thorium-reader/issues/1720; ""; open; 07/08/2022; 07/08/2022; pkra; 
1719; "image zoom: allow additional zooming"; https://github.com/edrlab/thorium-reader/issues/1719; ""; closed; 07/07/2022; 07/07/2022; pkra; 
1718; "EDROLab to EDRLAB (on information files)"; https://github.com/edrlab/thorium-reader/pull/1718; ""; closed; 07/06/2022; 07/06/2022; gautierchomel; 
1717; "TTS readaloud: aria-label on generic elements with overridden ARIA role, still speaks element textual content"; https://github.com/edrlab/thorium-reader/issues/1717; "bug,accessibility,TTS"; open; 07/04/2022; 07/07/2022; danielweck; danielweck
1716; "Duplicate Landmark/Region names in main interface"; https://github.com/edrlab/thorium-reader/issues/1716; "bug,accessibility,user-interface"; closed; 06/24/2022; 08/31/2022; togregg; danielweck
1715; "CSS hypens : allow user to provide --USER__bodyHyphens override"; https://github.com/edrlab/thorium-reader/issues/1715; "feature,css"; open; 06/22/2022; 07/04/2022; danielweck; danielweck
1714; "MathJax does not works on Debian 11"; https://github.com/edrlab/thorium-reader/issues/1714; "bug"; closed; 06/20/2022; 08/31/2022; gautierchomel; danielweck
1713; "[question] where does thorium in linux actually save the book files ?"; https://github.com/edrlab/thorium-reader/issues/1713; ""; closed; 06/19/2022; 06/21/2022; cocoonkid; 
1712; "Update spanish translation"; https://github.com/edrlab/thorium-reader/pull/1712; ""; closed; 06/19/2022; 06/22/2022; nvdaes; 
1711; "Telemetry"; https://github.com/edrlab/thorium-reader/pull/1711; ""; closed; 06/14/2022; 08/09/2022; panaC; panaC
1710; "save version to redux store persistence"; https://github.com/edrlab/thorium-reader/pull/1710; ""; closed; 06/13/2022; 08/08/2022; panaC; panaC
1709; "MathML expressions in EPUBs are not readable with NVDA in some installations"; https://github.com/edrlab/thorium-reader/issues/1709; "bug,accessibility"; open; 06/09/2022; 07/04/2022; ways2read; 
1708; "Adding to Swedish translation after #1684"; https://github.com/edrlab/thorium-reader/pull/1708; ""; closed; 06/09/2022; 06/21/2022; martinpub; 
1707; "Translation pt-PT - Update from PR 1684"; https://github.com/edrlab/thorium-reader/pull/1707; ""; closed; 06/09/2022; 06/21/2022; horus68; 
1706; "NPM package updates and addition of 'vanilla extract' lib in preparation for CSS refactor in data grid bookshelf (inline styling of table / rows / columns / cells)"; https://github.com/edrlab/thorium-reader/pull/1706; ""; closed; 06/08/2022; 08/08/2022; danielweck; 
1704; "Audiobooks autoplay automatically when opened"; https://github.com/edrlab/thorium-reader/issues/1704; "feature,audiobooks"; open; 06/08/2022; 07/04/2022; jacoporinaldi; danielweck
1703; "OPDS catalog view should inform wich book is already downloaded"; https://github.com/edrlab/thorium-reader/issues/1703; "feature,opds"; closed; 06/08/2022; 11/07/2022; gautierchomel; 
1702; "Unfocusing Arrow Keys when Transitioning to Other Chapters"; https://github.com/edrlab/thorium-reader/issues/1702; "bug,accessibility,keyboard,user-interface"; open; 06/05/2022; 07/04/2022; psygo; 
1701; "fixes #1699"; https://github.com/edrlab/thorium-reader/pull/1701; ""; closed; 06/01/2022; 06/08/2022; panaC; 
1700; "Alt-Tabbing then opening the window, causes the it to goto the start of the chapter"; https://github.com/edrlab/thorium-reader/issues/1700; ""; closed; 05/31/2022; 05/31/2022; tonybaccccc; 
1699; "When pressing open fullscreen mode, settings and navigation should close"; https://github.com/edrlab/thorium-reader/issues/1699; ""; closed; 05/31/2022; 06/08/2022; elcste; panaC
1698; "Problem with accessing state from a new module"; https://github.com/edrlab/thorium-reader/issues/1698; ""; closed; 05/30/2022; 05/30/2022; FirstyGroup; 
1697; "dev: JEST tests are broken?"; https://github.com/edrlab/thorium-reader/issues/1697; ""; closed; 05/30/2022; 08/26/2022; danielweck; 
1696; "Filling empty strings in sv locale"; https://github.com/edrlab/thorium-reader/pull/1696; ""; closed; 05/30/2022; 05/30/2022; martinpub; 
1695; "Font settings: Not applying to all parts of a peer-reviewed journal article"; https://github.com/edrlab/thorium-reader/issues/1695; ""; closed; 05/29/2022; 05/30/2022; spudthebud; 
1694; "add a button to download all publication in an opds feed"; https://github.com/edrlab/thorium-reader/issues/1694; ""; closed; 05/27/2022; 06/08/2022; panaC; panaC
1693; "[WIP] DO NOT MERGE !! React 18 compatibility"; https://github.com/edrlab/thorium-reader/pull/1693; ""; open; 05/26/2022; 03/01/2023; danielweck; 
1692; "Can we have bionic reading feature in Thorium?"; https://github.com/edrlab/thorium-reader/issues/1692; ""; closed; 05/23/2022; 08/26/2022; mohitmujawdiya; 
1691; "Test Thorium against new W3C tests"; https://github.com/edrlab/thorium-reader/issues/1691; ""; closed; 05/18/2022; 06/22/2022; llemeurfr; 
1690; "Footnotes in text"; https://github.com/edrlab/thorium-reader/issues/1690; ""; closed; 05/17/2022; 05/28/2022; dazrand; 
1689; "shelfs"; https://github.com/edrlab/thorium-reader/issues/1689; ""; closed; 05/15/2022; 05/16/2022; aabotaiban; 
1688; "Basque locale (eu) (follows PR #1670)"; https://github.com/edrlab/thorium-reader/pull/1688; ""; closed; 05/09/2022; 05/09/2022; danielweck; 
1687; "Large Tables"; https://github.com/edrlab/thorium-reader/issues/1687; ""; closed; 05/07/2022; 08/26/2022; VijayShankar1; 
1686; "simple telemetry on Thorium"; https://github.com/edrlab/thorium-reader/issues/1686; "feature"; closed; 05/06/2022; 08/09/2022; panaC; 
1685; "Read aloud is 'skipping' through pages without media overlay implementation"; https://github.com/edrlab/thorium-reader/issues/1685; "question"; closed; 05/04/2022; 08/26/2022; brianagina; 
1684; "[APIAPP] dilicom API integration"; https://github.com/edrlab/thorium-reader/pull/1684; ""; closed; 04/29/2022; 06/08/2022; panaC; danielweck
1683; "[APIAPP] book synchronisation from the borrow list of the library"; https://github.com/edrlab/thorium-reader/issues/1683; ""; closed; 04/28/2022; 06/08/2022; panaC; panaC
