Issue Number; Title; Github URL; Labels; State; Created At; Updated At; Reporter; Assignee
496; "Follow-up to (PouchDB / LevelDB / LevelDown): MaxListenersExceededWarning, Error: once called more than once"; https://github.com/edrlab/thorium-reader/issues/496; ""; closed; 07/30/2019; 10/21/2019; danielweck; 
495; "R2 packages updates (with minor NPM updates too)"; https://github.com/edrlab/thorium-reader/pull/495; ""; closed; 07/29/2019; 07/29/2019; danielweck; 
494; "When detaching reader window with unchanged dimensions / position, library view restored 'behind' without obvious visual feedback"; https://github.com/edrlab/thorium-reader/issues/494; "in pending"; closed; 07/29/2019; 08/26/2022; danielweck; 
493; "Window dimensions for library and reader views are initially the same, but reader view dimension changes are ignored"; https://github.com/edrlab/thorium-reader/issues/493; ""; closed; 07/29/2019; 08/07/2019; danielweck; panaC
492; "Window dimensions not saved on 'resize' event (only 'move')"; https://github.com/edrlab/thorium-reader/issues/492; ""; closed; 07/29/2019; 08/06/2019; danielweck; 
491; "library view, publication without cover image => long title overflow"; https://github.com/edrlab/thorium-reader/issues/491; "css"; closed; 07/29/2019; 08/20/2019; danielweck; Scarsniik
490; "tag addition: leading and trailing whitespaces are not trimmed, inner whitespaces are not collapsed"; https://github.com/edrlab/thorium-reader/issues/490; ""; closed; 07/29/2019; 08/13/2019; danielweck; 
489; "[Fix #448] Delete a publication close readers of this publication"; https://github.com/edrlab/thorium-reader/pull/489; ""; closed; 07/29/2019; 09/20/2019; Scarsniik; 
488; "Prevent user from submitting tag by ENTER key & add button to submit tag"; https://github.com/edrlab/thorium-reader/pull/488; ""; closed; 07/29/2019; 08/16/2019; manuellagrand; panaC
487; "[fix] Buffer to Buffer.from"; https://github.com/edrlab/thorium-reader/pull/487; ""; closed; 07/29/2019; 07/29/2019; panaC; 
486; "Incorrect regular expression to escape Base64 URL reserved characters"; https://github.com/edrlab/thorium-reader/issues/486; ""; closed; 07/29/2019; 08/06/2019; danielweck; 
485; "[fix #464] disable console in package mode"; https://github.com/edrlab/thorium-reader/pull/485; ""; closed; 07/29/2019; 07/29/2019; panaC; 
484; "what about lsdStatus.link in utils/lcp.ts"; https://github.com/edrlab/thorium-reader/issues/484; "bug,question,LCP"; closed; 07/29/2019; 11/12/2019; panaC; danielweck
483; "Fix/manage close window"; https://github.com/edrlab/thorium-reader/pull/483; ""; closed; 07/26/2019; 07/26/2019; manuellagrand; 
482; "Fix/add tag dialog"; https://github.com/edrlab/thorium-reader/pull/482; ""; closed; 07/26/2019; 07/29/2019; manuellagrand; 
481; "http request update"; https://github.com/edrlab/thorium-reader/pull/481; ""; closed; 07/26/2019; 08/03/2019; panaC; panaC
480; "What is the use on the file 'update' in redux-saga ?"; https://github.com/edrlab/thorium-reader/issues/480; "question"; closed; 07/26/2019; 09/14/2021; panaC; panaC
479; "[change] version number to 1.0.2"; https://github.com/edrlab/thorium-reader/pull/479; ""; closed; 07/26/2019; 07/26/2019; panaC; 
478; "remove duplicates label"; https://github.com/edrlab/thorium-reader/pull/478; ""; closed; 07/25/2019; 07/25/2019; manuellagrand; 
477; "Fix/translate"; https://github.com/edrlab/thorium-reader/pull/477; ""; closed; 07/25/2019; 07/25/2019; manuellagrand; 
476; "German untranslated OPDS strings"; https://github.com/edrlab/thorium-reader/issues/476; ""; closed; 07/25/2019; 08/01/2019; danielweck; danielweck
475; "WIP (DO NOT MERGE) attempt to identify and solve of strictNullChecks errors (many)"; https://github.com/edrlab/thorium-reader/pull/475; ""; closed; 07/24/2019; 10/21/2019; danielweck; danielweck
474; "Fix/translate"; https://github.com/edrlab/thorium-reader/pull/474; ""; closed; 07/24/2019; 07/26/2019; manuellagrand; 
473; "package.json import for version"; https://github.com/edrlab/thorium-reader/issues/473; ""; closed; 07/24/2019; 08/01/2019; danielweck; 
472; "Code inconsistencies (Header symbol)"; https://github.com/edrlab/thorium-reader/issues/472; ""; closed; 07/24/2019; 08/13/2019; danielweck; 
471; "[fix] locale persistence"; https://github.com/edrlab/thorium-reader/pull/471; ""; closed; 07/24/2019; 08/06/2019; panaC; 
470; "Skip button / link: move to upper-left"; https://github.com/edrlab/thorium-reader/issues/470; ""; closed; 07/24/2019; 08/12/2019; danielweck; Scarsniik
469; "locale persistence"; https://github.com/edrlab/thorium-reader/pull/469; ""; closed; 07/24/2019; 07/24/2019; panaC; 
468; "Fix/get library focus back"; https://github.com/edrlab/thorium-reader/pull/468; ""; closed; 07/24/2019; 07/24/2019; manuellagrand; 
467; "WIP : Persistence db on locale and windowsRectangle"; https://github.com/edrlab/thorium-reader/pull/467; ""; closed; 07/24/2019; 07/24/2019; panaC; 
466; "[Fix #457, #450, #451] tags auto refresh now"; https://github.com/edrlab/thorium-reader/pull/466; ""; closed; 07/24/2019; 07/24/2019; Scarsniik; 
465; "sigsegv on windows only at the end of thorium execution"; https://github.com/edrlab/thorium-reader/issues/465; "bug"; closed; 07/23/2019; 08/30/2019; panaC; panaC
464; "deprecation warning about Buffer API"; https://github.com/edrlab/thorium-reader/issues/464; "bug"; closed; 07/23/2019; 08/06/2019; panaC; panaC
463; "OPDS feeds, set Accept-Language"; https://github.com/edrlab/thorium-reader/issues/463; "bug"; closed; 07/23/2019; 08/03/2019; llemeurfr; panaC
462; "OPDS feeds, implement pagination"; https://github.com/edrlab/thorium-reader/issues/462; "enhancement,feature"; closed; 07/23/2019; 10/03/2019; llemeurfr; Scarsniik
461; "Move the about section in the main page"; https://github.com/edrlab/thorium-reader/pull/461; ""; closed; 07/22/2019; 07/24/2019; Scarsniik; 
460; "is the lcp file imported ?"; https://github.com/edrlab/thorium-reader/issues/460; "question,LCP"; closed; 07/22/2019; 07/29/2019; panaC; 
459; "Fix/reader translate"; https://github.com/edrlab/thorium-reader/pull/459; ""; closed; 07/22/2019; 07/22/2019; manuellagrand; 
458; "MacOS: all windows closed should terminate app (because no menu to reopen library or reader view)"; https://github.com/edrlab/thorium-reader/issues/458; ""; closed; 07/19/2019; 07/19/2019; danielweck; 
457; "When publication tags edited from reader view, tag state in library is completely overriden"; https://github.com/edrlab/thorium-reader/issues/457; ""; closed; 07/19/2019; 07/24/2019; danielweck; Scarsniik
456; "CSS 'hand' cursor (`pointer`) is activated in whole surface areas in the reader view menus (settings, navigation)"; https://github.com/edrlab/thorium-reader/issues/456; ""; closed; 07/19/2019; 07/19/2019; danielweck; danielweck
455; "bookshelf view: after closing book info dialog, focus should return to calling site (menu item, or menu button)"; https://github.com/edrlab/thorium-reader/issues/455; ""; closed; 07/19/2019; 07/24/2019; danielweck; manuellagrand
454; "MacOS: Apple key + W does not close windows"; https://github.com/edrlab/thorium-reader/issues/454; ""; closed; 07/19/2019; 08/13/2019; danielweck; panaC
453; "Import notification text shows charcodes (unicode escape sequences)"; https://github.com/edrlab/thorium-reader/issues/453; ""; closed; 07/18/2019; 08/12/2019; danielweck; Scarsniik
452; "Publication info box: cover image thumbnail has hand cursor when mouse hover, yet no action on click"; https://github.com/edrlab/thorium-reader/issues/452; "css"; closed; 07/18/2019; 08/30/2019; danielweck; Scarsniik
451; "When publication tag added or removed from reader view, tag state not immediately reflected in bookshelf view's own publication info popup modal dialog"; https://github.com/edrlab/thorium-reader/issues/451; ""; closed; 07/18/2019; 07/24/2019; danielweck; 
450; "When tag added or removed from bookshelf view (publication info popup modal dialog), tag state not reflected in reader view(s)"; https://github.com/edrlab/thorium-reader/issues/450; ""; closed; 07/18/2019; 07/24/2019; danielweck; 
449; "Font family (and other CSS styles) in publication info (popup modal dialog) is different in library vs. reader views"; https://github.com/edrlab/thorium-reader/issues/449; "css"; closed; 07/18/2019; 09/05/2019; danielweck; Scarsniik
448; "All reader views for a given publication should be closed before deleting the publication from the bookshelf"; https://github.com/edrlab/thorium-reader/issues/448; ""; closed; 07/18/2019; 07/29/2019; danielweck; Scarsniik
447; "[Fix #346] Skip link focus the first element of the list"; https://github.com/edrlab/thorium-reader/pull/447; ""; closed; 07/18/2019; 07/24/2019; Scarsniik; 
446; "Fix/key list"; https://github.com/edrlab/thorium-reader/pull/446; ""; closed; 07/18/2019; 07/22/2019; manuellagrand; 
445; "Fix dialog error"; https://github.com/edrlab/thorium-reader/pull/445; ""; closed; 07/18/2019; 07/22/2019; manuellagrand; 
444; "Fix/drag and drop"; https://github.com/edrlab/thorium-reader/pull/444; ""; closed; 07/18/2019; 07/22/2019; manuellagrand; 
443; "[Fix #358] menu button fit its content size"; https://github.com/edrlab/thorium-reader/pull/443; ""; closed; 07/17/2019; 07/23/2019; Scarsniik; 
442; "fix misalign in list view"; https://github.com/edrlab/thorium-reader/pull/442; ""; closed; 07/17/2019; 07/23/2019; Scarsniik; 
441; "add see more button in publication info"; https://github.com/edrlab/thorium-reader/pull/441; ""; closed; 07/17/2019; 07/22/2019; Scarsniik; 
440; "Fix/order tab focus"; https://github.com/edrlab/thorium-reader/pull/440; ""; closed; 07/17/2019; 07/22/2019; manuellagrand; 
439; "fix horizontal scroll in library"; https://github.com/edrlab/thorium-reader/pull/439; ""; closed; 07/17/2019; 07/22/2019; Scarsniik; 
438; "Open file from CLI: add options"; https://github.com/edrlab/thorium-reader/issues/438; "feature,in pending"; closed; 07/16/2019; 08/26/2022; llemeurfr; 
437; "Debounce util in this source code?"; https://github.com/edrlab/thorium-reader/issues/437; "question"; closed; 07/16/2019; 09/27/2019; danielweck; panaC
436; "WIP (DO NOT MERGE): persisting language locale"; https://github.com/edrlab/thorium-reader/pull/436; ""; closed; 07/16/2019; 08/06/2019; danielweck; 
435; "Language preference not saved when app is restarted"; https://github.com/edrlab/thorium-reader/issues/435; "feature"; closed; 07/16/2019; 07/24/2019; kevinmainairungu; danielweck
434; "remove bootstrap in package.json"; https://github.com/edrlab/thorium-reader/pull/434; ""; closed; 07/16/2019; 07/16/2019; panaC; 
433; "Information button is not functional the first time you read a book"; https://github.com/edrlab/thorium-reader/issues/433; ""; closed; 07/16/2019; 07/16/2019; mutterback; 
432; "WebPack config error? `css-hot-loader` used in production mode!"; https://github.com/edrlab/thorium-reader/issues/432; ""; closed; 07/16/2019; 07/31/2019; danielweck; danielweck
431; "Language resource key, typo for `dialog`"; https://github.com/edrlab/thorium-reader/issues/431; "bug,user-interface"; closed; 07/15/2019; 07/18/2019; danielweck; panaC
430; "`deLang.json` is missing (`enLang.json` and `frLang.json` ok)"; https://github.com/edrlab/thorium-reader/issues/430; "locale"; closed; 07/15/2019; 08/29/2019; danielweck; Scarsniik
429; "Fix/give focus back"; https://github.com/edrlab/thorium-reader/pull/429; "accessibility"; closed; 07/15/2019; 07/22/2019; manuellagrand; 
428; "Make book cover focusable & clickable"; https://github.com/edrlab/thorium-reader/pull/428; "accessibility"; closed; 07/15/2019; 07/22/2019; manuellagrand; 
427; "Library view text is misaligned when displaying list (overflow, line wrap)"; https://github.com/edrlab/thorium-reader/issues/427; "css"; closed; 07/15/2019; 07/23/2019; danielweck; Scarsniik
426; "Drag and drop from filesystem: should only accept recognized file types (EPUB, OPDS, LCPL)"; https://github.com/edrlab/thorium-reader/issues/426; ""; closed; 07/15/2019; 07/22/2019; danielweck; manuellagrand
425; "After pressing escape key to close the information modal window, outline is not visible on currently focused button"; https://github.com/edrlab/thorium-reader/issues/425; "accessibility"; closed; 07/15/2019; 07/19/2019; manuellagrand; manuellagrand
424; "Make book cover focusable and clickable"; https://github.com/edrlab/thorium-reader/issues/424; "accessibility,user-interface"; closed; 07/12/2019; 07/19/2019; manuellagrand; manuellagrand
423; "[fix #422] information in settings"; https://github.com/edrlab/thorium-reader/pull/423; ""; closed; 07/12/2019; 07/23/2019; panaC; 
422; "Information tab doesn't show description of Thorium in production+packaged mode"; https://github.com/edrlab/thorium-reader/issues/422; ""; closed; 07/12/2019; 07/23/2019; panaC; panaC
421; "Fix/translate"; https://github.com/edrlab/thorium-reader/pull/421; ""; closed; 07/12/2019; 07/15/2019; manuellagrand; 
420; "Fix/translate"; https://github.com/edrlab/thorium-reader/pull/420; ""; closed; 07/12/2019; 07/12/2019; manuellagrand; 
419; "Adding or Attempting to Access an OPDS feed while offline results in endless spinning circle"; https://github.com/edrlab/thorium-reader/issues/419; "bug,user-interface"; closed; 07/12/2019; 08/29/2019; mutterback; panaC
418; "Need notification for invalid OPDS feed"; https://github.com/edrlab/thorium-reader/issues/418; "user-interface,feature"; closed; 07/11/2019; 08/29/2019; mutterback; panaC
417; "Windows, Linux: verify that copy/cut/paste, undo/redo, close-window keyboard shortcuts work without menu items"; https://github.com/edrlab/thorium-reader/issues/417; ""; closed; 07/11/2019; 08/29/2019; danielweck; panaC
416; "[fix] replace console.log by debug or console.error"; https://github.com/edrlab/thorium-reader/pull/416; ""; closed; 07/11/2019; 07/11/2019; panaC; 
415; "[fix #390] fix menu edit on mac"; https://github.com/edrlab/thorium-reader/pull/415; ""; closed; 07/11/2019; 07/11/2019; panaC; 
414; "Fix/translate"; https://github.com/edrlab/thorium-reader/pull/414; ""; closed; 07/11/2019; 07/12/2019; manuellagrand; 
413; "Labels: book info: missing label for catalog.addTeaser (all languages)"; https://github.com/edrlab/thorium-reader/issues/413; ""; closed; 07/11/2019; 07/15/2019; llemeurfr; manuellagrand
412; "OPDS catalogs: cannot past a URL anymore "; https://github.com/edrlab/thorium-reader/issues/412; "bug"; closed; 07/11/2019; 07/11/2019; llemeurfr; manuellagrand
411; "App name: 'Thorium Reader' with space problematic in CLI for Mac, Windows, etc. to pass command line parameters"; https://github.com/edrlab/thorium-reader/issues/411; ""; closed; 07/11/2019; 08/30/2019; danielweck; panaC
410; "CSS is currently centralized, should be componentized?"; https://github.com/edrlab/thorium-reader/issues/410; "css"; closed; 07/11/2019; 11/12/2021; danielweck; 
409; "migrate styles.ts and inline styles to CSS stylesheets ?"; https://github.com/edrlab/thorium-reader/issues/409; "question,css"; closed; 07/11/2019; 08/20/2019; danielweck; 
408; "[fix] add icns icon"; https://github.com/edrlab/thorium-reader/pull/408; ""; closed; 07/10/2019; 07/11/2019; panaC; 
407; "asarUnpack for native NodeJS *.node libs"; https://github.com/edrlab/thorium-reader/pull/407; ""; closed; 07/10/2019; 07/11/2019; danielweck; 
406; "LevelDown - PouchDB/LevelDB error at application startup in production mode"; https://github.com/edrlab/thorium-reader/issues/406; ""; closed; 07/10/2019; 10/13/2019; danielweck; danielweck
405; "[fix] add icon in reader window"; https://github.com/edrlab/thorium-reader/pull/405; ""; closed; 07/10/2019; 07/10/2019; panaC; 
404; "stricter code checks (TypeScript and Lint)"; https://github.com/edrlab/thorium-reader/pull/404; ""; closed; 07/10/2019; 08/06/2019; danielweck; 
403; "Command Line Interface"; https://github.com/edrlab/thorium-reader/pull/403; ""; closed; 07/10/2019; 08/06/2019; panaC; panaC
402; "catch focus on tab menu reader when is closed"; https://github.com/edrlab/thorium-reader/pull/402; ""; closed; 07/09/2019; 07/22/2019; manuellagrand; 
401; "reader slide-out menu, radio buttons for page layout settings"; https://github.com/edrlab/thorium-reader/pull/401; ""; closed; 07/09/2019; 07/22/2019; manuellagrand; 
400; "'landmarks' vs. 'bookmarks'"; https://github.com/edrlab/thorium-reader/issues/400; ""; closed; 07/08/2019; 08/29/2019; danielweck; 
399; "Couldn't able to add lcpl files"; https://github.com/edrlab/thorium-reader/issues/399; "LCP"; closed; 07/08/2019; 07/19/2019; sahayadigo; danielweck
398; "React JSX duplicate IDs"; https://github.com/edrlab/thorium-reader/issues/398; ""; closed; 07/08/2019; 08/08/2019; danielweck; manuellagrand
397; "Localization JSONs: compare languages to detect missing keys, remove obsolete / unused keys"; https://github.com/edrlab/thorium-reader/issues/397; ""; closed; 07/08/2019; 08/01/2019; danielweck; danielweck
396; "Localization JSONs: remove obsolete / unused keys"; https://github.com/edrlab/thorium-reader/issues/396; ""; closed; 07/08/2019; 07/31/2019; danielweck; 
395; "electron-builder: icon in PNG and ICO formats, ICNS missing (MacOS)"; https://github.com/edrlab/thorium-reader/issues/395; ""; closed; 07/05/2019; 07/11/2019; danielweck; panaC
394; "electron-builder: icons should be at the root of the buildResources folder"; https://github.com/edrlab/thorium-reader/issues/394; ""; closed; 07/05/2019; 07/11/2019; danielweck; panaC
393; "[fix #100] set the locale on plateform with 'en' fallback"; https://github.com/edrlab/thorium-reader/pull/393; ""; closed; 07/05/2019; 07/08/2019; panaC; 
392; "Feature/theme selection radio"; https://github.com/edrlab/thorium-reader/pull/392; ""; closed; 07/05/2019; 07/08/2019; manuellagrand; 
391; "[fix] electron-builder on mac"; https://github.com/edrlab/thorium-reader/pull/391; ""; closed; 07/05/2019; 07/10/2019; panaC; 
390; "Copy/cut/paste undo/redo commands are not available due to lack of top menu shortcuts (breaks text input for OPDS search tags, etc.)"; https://github.com/edrlab/thorium-reader/issues/390; ""; closed; 07/04/2019; 07/11/2019; danielweck; panaC
389; "Horizontal scrolling is not blocked"; https://github.com/edrlab/thorium-reader/issues/389; "bug,css"; closed; 07/04/2019; 07/22/2019; panaC; Scarsniik
388; "Ambiguous menu name in Reader"; https://github.com/edrlab/thorium-reader/issues/388; "accessibility"; closed; 07/04/2019; 07/22/2019; manuellagrand; manuellagrand
387; "Windows 10S support: exclude *.node native NodeJS libraries from the generated Electron ASAR"; https://github.com/edrlab/thorium-reader/issues/387; ""; closed; 07/03/2019; 07/11/2019; danielweck; danielweck
386; "add search in opds feed"; https://github.com/edrlab/thorium-reader/pull/386; ""; closed; 07/03/2019; 08/12/2019; Scarsniik; Scarsniik
385; "[fix #339] swap height and width"; https://github.com/edrlab/thorium-reader/pull/385; ""; closed; 07/03/2019; 07/05/2019; panaC; 
384; "focus on publication title before button"; https://github.com/edrlab/thorium-reader/issues/384; ""; closed; 07/03/2019; 08/08/2019; panaC; 
383; "Panac/fix/sprint 03 07"; https://github.com/edrlab/thorium-reader/pull/383; ""; closed; 07/03/2019; 07/08/2019; panaC; 
382; "focus 'content table' menu stuck on top"; https://github.com/edrlab/thorium-reader/issues/382; ""; closed; 07/02/2019; 07/05/2019; panaC; 
381; "fix modal"; https://github.com/edrlab/thorium-reader/pull/381; ""; closed; 07/01/2019; 07/05/2019; Scarsniik; 
380; "[fix #369] change i18n bookmarks"; https://github.com/edrlab/thorium-reader/pull/380; ""; closed; 07/01/2019; 07/08/2019; panaC; 
379; "[fix #367] export align in list-menu"; https://github.com/edrlab/thorium-reader/pull/379; ""; closed; 07/01/2019; 07/05/2019; panaC; 
378; "[fix #329] rm publication dir"; https://github.com/edrlab/thorium-reader/pull/378; ""; closed; 07/01/2019; 07/18/2019; panaC; 
377; "fix translator and contrubutor display"; https://github.com/edrlab/thorium-reader/pull/377; ""; closed; 06/27/2019; 06/27/2019; Scarsniik; 
376; "Build Status link is broken"; https://github.com/edrlab/thorium-reader/issues/376; ""; closed; 06/26/2019; 08/08/2019; rkwright; danielweck
375; "change top system menu"; https://github.com/edrlab/thorium-reader/pull/375; ""; closed; 06/26/2019; 06/27/2019; Scarsniik; 
374; "Fix icons"; https://github.com/edrlab/thorium-reader/pull/374; ""; closed; 06/26/2019; 06/27/2019; Scarsniik; 
373; "Fix refresh tags and books when there is an update"; https://github.com/edrlab/thorium-reader/pull/373; ""; closed; 06/25/2019; 06/25/2019; Scarsniik; 
372; "widen the tag menu button"; https://github.com/edrlab/thorium-reader/pull/372; ""; closed; 06/24/2019; 07/08/2019; manuellagrand; 
371; "Feature/closing window"; https://github.com/edrlab/thorium-reader/pull/371; ""; closed; 06/24/2019; 07/08/2019; manuellagrand; 
370; "OPDS info dialog box, wasted space above"; https://github.com/edrlab/thorium-reader/issues/370; ""; closed; 06/24/2019; 08/08/2019; danielweck; 
369; "Bookmarks are displayed in the EPUB 'landmarks' nav list, they should have their own reserved section"; https://github.com/edrlab/thorium-reader/issues/369; ""; closed; 06/24/2019; 07/08/2019; danielweck; 
368; "Missing UI for EPUB nav epub:type='page-list' (epub:type='pagebreak')"; https://github.com/edrlab/thorium-reader/issues/368; ""; closed; 06/24/2019; 01/15/2021; danielweck; 
367; "'export' button is horizontally offset relative to the 'about' and 'delete' buttons in list view"; https://github.com/edrlab/thorium-reader/issues/367; ""; closed; 06/22/2019; 07/05/2019; danielweck; 
366; "Sort by tag menu is squeezed horizontally (unnecessarily constrained width)"; https://github.com/edrlab/thorium-reader/issues/366; ""; closed; 06/22/2019; 06/25/2019; danielweck; 
365; "display settings / theme selection radio: should be like language selection"; https://github.com/edrlab/thorium-reader/issues/365; "user-interface"; closed; 06/22/2019; 07/06/2019; danielweck; manuellagrand
364; "Library view, horizontal sliders, keyboard tab-navigation should not only reach visible items"; https://github.com/edrlab/thorium-reader/issues/364; "css"; closed; 06/22/2019; 07/23/2019; danielweck; 
363; "less tall top/bottom margins in reader view (wasted screen real estate)"; https://github.com/edrlab/thorium-reader/pull/363; ""; closed; 06/22/2019; 07/05/2019; danielweck; 
362; "Fixes library view scroll extent (scrollbar was relative to full window height despite top header)"; https://github.com/edrlab/thorium-reader/pull/362; ""; closed; 06/22/2019; 07/05/2019; danielweck; 
361; "Publication library: scroll bar extent is set to full window height, despite obscuring top header UI"; https://github.com/edrlab/thorium-reader/issues/361; ""; closed; 06/22/2019; 07/05/2019; danielweck; danielweck
360; "WIP: fixes the left/right arrow keyboard events the reader view"; https://github.com/edrlab/thorium-reader/pull/360; ""; closed; 06/22/2019; 07/05/2019; danielweck; 
359; "'Fiche info' popup dialog is not modal (mouse interaction above the blurred greyed area is allowed)"; https://github.com/edrlab/thorium-reader/issues/359; ""; closed; 06/22/2019; 07/05/2019; danielweck; 
358; "Menu item text 'Supprimer Definitivement' too wide on MacOS (line break)"; https://github.com/edrlab/thorium-reader/issues/358; ""; closed; 06/22/2019; 07/23/2019; danielweck; Scarsniik
357; "WIP DO NOT MERGE! (this is just a merge of all PRs to build a demo app and to run tests)"; https://github.com/edrlab/thorium-reader/pull/357; ""; closed; 06/22/2019; 07/05/2019; danielweck; 
356; "TOC Table of Contents fixes"; https://github.com/edrlab/thorium-reader/pull/356; ""; closed; 06/22/2019; 07/05/2019; danielweck; 
355; "TOC Table of Contents: with some publications, hierarchical link is used for heading only (not actual href)"; https://github.com/edrlab/thorium-reader/issues/355; ""; closed; 06/22/2019; 07/05/2019; danielweck; danielweck
354; "fixes the erroneous SideMenu / ReaderMenu class name "; https://github.com/edrlab/thorium-reader/pull/354; ""; closed; 06/22/2019; 07/05/2019; danielweck; 
353; "TOC table of contents is not keyboard accessible (focus does not reach inside)"; https://github.com/edrlab/thorium-reader/issues/353; ""; closed; 06/22/2019; 07/05/2019; danielweck; danielweck
352; "[fix #257] close library and reader when detached and close button clicked"; https://github.com/edrlab/thorium-reader/pull/352; ""; closed; 06/21/2019; 06/24/2019; panaC; 
351; "fixes keyboard focus outline inconsistencies, differentiates mouse (pointing device) vs. keyboard interaction"; https://github.com/edrlab/thorium-reader/pull/351; ""; closed; 06/20/2019; 07/30/2019; danielweck; 
350; "display settings (in reader view) should behave like language choice and theme selection (radio with single active option)"; https://github.com/edrlab/thorium-reader/issues/350; ""; closed; 06/20/2019; 07/19/2019; danielweck; manuellagrand
349; "popup modal dialog: escape should behave the same as clicking the cross => close and return focus to calling site"; https://github.com/edrlab/thorium-reader/issues/349; ""; closed; 06/20/2019; 07/19/2019; danielweck; 
348; "this fixes bookmark handling in the reader view"; https://github.com/edrlab/thorium-reader/pull/348; ""; closed; 06/20/2019; 07/05/2019; danielweck; 
347; "toast"; https://github.com/edrlab/thorium-reader/pull/347; ""; closed; 06/20/2019; 06/27/2019; Scarsniik; 
346; "skip-to-content keyboard accessibility link: should highlight target when clicked (temporary flashing outline)"; https://github.com/edrlab/thorium-reader/issues/346; ""; closed; 06/20/2019; 07/24/2019; danielweck; Scarsniik
345; "catalog - add feed text input (URL): should have submit button to accept typed-in tag (currently only press enter)"; https://github.com/edrlab/thorium-reader/issues/345; ""; closed; 06/20/2019; 08/12/2019; danielweck; Scarsniik
344; "tag addition dialog (from info icon-button in reader view): should have submit button to accept typed-in tag (currently only press enter)"; https://github.com/edrlab/thorium-reader/issues/344; ""; closed; 06/20/2019; 09/06/2019; danielweck; Scarsniik
343; "tag addition dialog (from info icon-button in reader view): should not accept empty tag when pressing enter"; https://github.com/edrlab/thorium-reader/issues/343; ""; closed; 06/20/2019; 07/08/2019; danielweck; 
342; "UI slider controls can be dragged, but cannot be clicked on track to set value directly"; https://github.com/edrlab/thorium-reader/issues/342; ""; closed; 06/20/2019; 07/19/2019; danielweck; danielweck
341; "check that the navigator is ready before calling API function for ReadiumCSS refresh"; https://github.com/edrlab/thorium-reader/pull/341; ""; closed; 06/20/2019; 06/20/2019; danielweck; 
340; "Console warning: Received `false` for a non-boolean attribute `className`."; https://github.com/edrlab/thorium-reader/issues/340; ""; closed; 06/20/2019; 06/20/2019; danielweck; 
339; "EPUB import confirmation dialog is too wide (MacOS)"; https://github.com/edrlab/thorium-reader/issues/339; ""; closed; 06/20/2019; 07/05/2019; danielweck; Scarsniik
338; "Why tall blank spacing above and below publication document viewport?"; https://github.com/edrlab/thorium-reader/issues/338; ""; closed; 06/20/2019; 07/05/2019; danielweck; danielweck
337; "Incorrect keyboard tabindex in icon/button group in top-right corner"; https://github.com/edrlab/thorium-reader/issues/337; "accessibility"; closed; 06/20/2019; 07/19/2019; danielweck; manuellagrand
336; "After pressing escape to close the right-hand-side slide-out menu, outline is not shown on currently focused button"; https://github.com/edrlab/thorium-reader/issues/336; "accessibility"; closed; 06/20/2019; 07/11/2019; danielweck; manuellagrand
335; "Error when pressing escape to close the right-hand-side slide-out menu"; https://github.com/edrlab/thorium-reader/issues/335; ""; closed; 06/20/2019; 07/11/2019; danielweck; panaC
334; "Keyboard left/right arrow keys: UI must capture interaction, otherwise the page turn command is triggered"; https://github.com/edrlab/thorium-reader/issues/334; ""; closed; 06/20/2019; 07/05/2019; danielweck; danielweck
333; "NPM updates, notably: MaterialUI removal (the rest is semver compatible upgrades)"; https://github.com/edrlab/thorium-reader/pull/333; ""; closed; 06/20/2019; 06/20/2019; danielweck; 
332; "MaterialUI is unused, remove dependency"; https://github.com/edrlab/thorium-reader/issues/332; ""; closed; 06/20/2019; 06/20/2019; danielweck; 
331; "correct some translation"; https://github.com/edrlab/thorium-reader/pull/331; ""; closed; 06/20/2019; 07/15/2019; manuellagrand; 
330; "change no tag message"; https://github.com/edrlab/thorium-reader/pull/330; ""; closed; 06/20/2019; 07/22/2019; manuellagrand; 
329; "Removed publications are not deleted from the filesystem"; https://github.com/edrlab/thorium-reader/issues/329; ""; closed; 06/20/2019; 07/18/2019; danielweck; 
328; "Cannot show Navigation items in Japanese-vertical-writing"; https://github.com/edrlab/thorium-reader/issues/328; ""; closed; 06/20/2019; 06/20/2019; toshiakikoike; 
327; "Cannot go to next page / Japanese-vertical-writing"; https://github.com/edrlab/thorium-reader/issues/327; "CJK"; closed; 06/20/2019; 08/26/2022; toshiakikoike; danielweck
326; "LSD renew and return should capture potential server errors"; https://github.com/edrlab/thorium-reader/issues/326; "LCP"; closed; 06/20/2019; 11/12/2019; danielweck; danielweck
325; "LCP-protected EPUB downloaded from LCPL license vanishes from private storage (`book.epub`) as soon as it is loaded for reading (after correct passphrase) "; https://github.com/edrlab/thorium-reader/issues/325; "LCP"; closed; 06/20/2019; 11/12/2019; danielweck; danielweck
324; "LCP-protected EPUBs fail to load because of LSD-related error"; https://github.com/edrlab/thorium-reader/issues/324; "LCP"; closed; 06/20/2019; 11/12/2019; danielweck; danielweck
323; "restrict 'pouchdb-adapter-leveldb' to semver '7.0.*' in order to exclude 7.1.1 which introduces a regression bug"; https://github.com/edrlab/thorium-reader/pull/323; ""; closed; 06/19/2019; 07/11/2019; danielweck; 
322; "tags linked to the page listing book having same tag"; https://github.com/edrlab/thorium-reader/pull/322; ""; closed; 06/19/2019; 06/19/2019; manuellagrand; 
